Duration,Morning,Afternoon,Evening,Night,Weekday,Weekend,Male,Age
452,0,0,1,0,1,0,0,22
511,0,0,1,0,1,0,0,22
5277,0,0,1,0,1,0,0,22
220,0,0,1,0,1,0,0,22
606,0,0,1,0,1,0,0,22
536,1,0,0,0,1,0,0,22
284,0,1,0,0,1,0,0,22
362,0,1,0,0,1,0,0,22
207,0,1,0,0,1,0,0,22
221,0,1,0,0,1,0,0,22
333,0,1,0,0,1,0,0,22
500,0,0,1,0,1,0,0,22
348,0,0,1,0,1,0,0,22
393,0,0,0,1,1,0,0,22
586,1,0,0,0,1,0,0,22
563,1,0,0,0,1,0,0,22
1714,1,0,0,0,1,0,0,22
374,1,0,0,0,1,0,0,22
468,0,1,0,0,1,0,0,22
2173,0,1,0,0,1,0,0,22
601,0,1,0,0,1,0,0,22
560,0,0,1,0,1,0,0,22
754,0,0,1,0,1,0,0,22
174,0,0,1,0,1,0,0,22
535,0,0,1,0,1,0,0,22
441,0,0,1,0,1,0,0,22
475,1,0,0,0,1,0,0,22
284,0,1,0,0,1,0,0,22
311,0,1,0,0,1,0,0,22
959,0,1,0,0,1,0,0,22
461,0,0,1,0,1,0,0,22
514,0,0,1,0,1,0,0,22
1374,0,0,1,0,1,0,0,22
474,0,0,0,1,1,0,0,22
390,1,0,0,0,1,0,0,22
388,0,0,0,1,0,1,0,22
408,1,0,0,0,0,1,0,22
337,1,0,0,0,0,1,0,22
472,0,1,0,0,0,1,0,22
25,0,1,0,0,0,1,0,22
141,0,1,0,0,0,1,0,22
323,0,0,1,0,0,1,0,22
681,0,0,0,1,0,1,0,22
1831,1,0,0,0,0,1,0,22
324,0,1,0,0,0,1,0,22
1961,0,1,0,0,0,1,0,22
357,0,1,0,0,0,1,0,22
206,0,1,0,0,0,1,0,22
765,0,0,1,0,0,1,0,22
231,0,0,1,0,0,1,0,22
837,1,0,0,0,1,0,0,22
446,1,0,0,0,1,0,0,22
669,1,0,0,0,1,0,0,22
481,1,0,0,0,1,0,0,22
247,0,1,0,0,1,0,0,22
445,0,1,0,0,1,0,0,22
203,0,1,0,0,1,0,0,22
957,0,1,0,0,1,0,0,22
334,0,0,1,0,1,0,0,22
1595,0,0,1,0,1,0,0,22
523,1,0,0,0,1,0,0,22
283,0,1,0,0,1,0,0,22
211,0,1,0,0,1,0,0,22
149,0,1,0,0,1,0,0,22
427,0,0,1,0,1,0,0,22
181,0,0,1,0,1,0,0,22
507,0,0,1,0,1,0,0,22
237,0,0,1,0,1,0,0,22
1329,0,0,1,0,1,0,0,22
739,1,0,0,0,1,0,0,22
485,1,0,0,0,1,0,0,22
627,1,0,0,0,1,0,0,22
836,1,0,0,0,1,0,0,22
515,1,0,0,0,1,0,0,22
359,1,0,0,0,1,0,0,22
433,1,0,0,0,1,0,0,22
241,0,1,0,0,1,0,0,22
429,0,1,0,0,1,0,0,22
476,0,1,0,0,1,0,0,22
848,0,1,0,0,1,0,0,22
546,0,0,1,0,1,0,0,22
1829,0,0,1,0,1,0,0,22
762,0,0,0,1,1,0,0,22
737,1,0,0,0,1,0,0,22
411,1,0,0,0,1,0,0,22
261,1,0,0,0,1,0,0,22
296,1,0,0,0,1,0,0,22
319,1,0,0,0,1,0,0,22
294,1,0,0,0,1,0,0,22
380,0,1,0,0,1,0,0,22
2092,0,1,0,0,1,0,0,22
297,0,1,0,0,1,0,0,22
526,0,1,0,0,1,0,0,22
735,0,0,1,0,1,0,0,22
1206,0,0,1,0,1,0,0,22
1076,0,0,1,0,1,0,0,22
753,1,0,0,0,1,0,0,22
534,1,0,0,0,1,0,0,22
502,1,0,0,0,1,0,0,22
499,1,0,0,0,1,0,0,22
307,0,1,0,0,1,0,0,22
772,0,0,1,0,1,0,0,22
1281,0,0,1,0,1,0,0,22
1307,0,0,0,1,0,1,0,22
273,1,0,0,0,0,1,0,22
178,0,1,0,0,0,1,0,22
168,0,1,0,0,0,1,0,22
701,0,1,0,0,0,1,0,22
323,0,1,0,0,0,1,0,22
519,0,0,1,0,0,1,0,22
1256,0,1,0,0,0,1,0,22
510,0,1,0,0,0,1,0,22
711,0,1,0,0,0,1,0,22
555,0,1,0,0,0,1,0,22
733,0,0,1,0,0,1,0,22
619,0,0,1,0,0,1,0,22
275,1,0,0,0,1,0,0,22
416,1,0,0,0,1,0,0,22
5,1,0,0,0,1,0,0,22
603,1,0,0,0,1,0,0,22
580,0,1,0,0,1,0,0,22
624,0,1,0,0,1,0,0,22
450,0,1,0,0,1,0,0,22
278,0,0,1,0,1,0,0,22
1437,0,0,1,0,1,0,0,22
326,1,0,0,0,1,0,0,22
751,1,0,0,0,1,0,0,22
221,1,0,0,0,1,0,0,22
365,1,0,0,0,1,0,0,22
390,0,1,0,0,1,0,0,22
451,0,1,0,0,1,0,0,22
689,0,0,1,0,1,0,0,22
443,0,0,1,0,1,0,0,22
377,0,0,1,0,1,0,0,22
684,0,0,1,0,1,0,0,22
772,1,0,0,0,1,0,0,22
1029,1,0,0,0,1,0,0,22
738,0,0,1,0,1,0,0,22
314,1,0,0,0,1,0,0,22
407,1,0,0,0,1,0,0,22
588,1,0,0,0,1,0,0,22
519,0,1,0,0,1,0,0,22
502,0,0,1,0,1,0,0,22
1529,1,0,0,0,1,0,0,22
1535,1,0,0,0,1,0,0,22
490,1,0,0,0,1,0,0,22
275,1,0,0,0,1,0,0,22
401,0,1,0,0,1,0,0,22
823,0,0,1,0,1,0,0,22
296,1,0,0,0,0,1,0,22
1037,1,0,0,0,0,1,0,22
554,1,0,0,0,0,1,0,22
881,1,0,0,0,0,1,0,22
381,0,1,0,0,0,1,0,22
663,0,1,0,0,0,1,0,22
27,0,1,0,0,0,1,0,22
367,1,0,0,0,0,1,0,22
406,0,1,0,0,0,1,0,22
463,0,0,1,0,0,1,0,22
255,0,0,1,0,0,1,0,22
316,1,0,0,0,1,0,0,22
315,1,0,0,0,1,0,0,22
288,1,0,0,0,1,0,0,22
365,0,1,0,0,1,0,0,22
515,0,0,1,0,1,0,0,22
220,0,0,1,0,1,0,0,22
144,0,0,1,0,1,0,0,22
285,1,0,0,0,1,0,0,22
842,0,1,0,0,1,0,0,22
442,0,1,0,0,1,0,0,22
215,0,1,0,0,1,0,0,22
405,0,1,0,0,1,0,0,22
417,0,0,1,0,1,0,0,22
272,0,0,1,0,1,0,0,22
325,0,1,0,0,1,0,0,22
806,0,1,0,0,1,0,0,22
1090,0,1,0,0,1,0,0,22
369,0,1,0,0,1,0,0,22
768,0,1,0,0,1,0,0,22
434,0,1,0,0,1,0,0,22
594,1,0,0,0,1,0,0,22
525,1,0,0,0,1,0,0,22
669,0,1,0,0,1,0,0,22
495,1,0,0,0,1,0,0,22
345,1,0,0,0,1,0,0,22
909,1,0,0,0,1,0,0,22
299,0,1,0,0,1,0,0,22
252,0,0,1,0,1,0,0,22
718,0,0,1,0,1,0,0,22
171,0,0,1,0,1,0,0,22
691,1,0,0,0,0,1,0,22
314,0,0,1,0,0,1,0,22
429,0,0,0,1,0,1,0,22
1071,0,1,0,0,0,1,0,22
466,0,1,0,0,0,1,0,22
226,0,1,0,0,0,1,0,22
238,0,1,0,0,0,1,0,22
276,0,1,0,0,0,1,0,22
210,1,0,0,0,1,0,0,22
427,0,1,0,0,1,0,0,22
251,0,0,1,0,1,0,0,22
549,0,0,1,0,1,0,0,22
609,0,0,1,0,1,0,0,22
276,1,0,0,0,1,0,0,22
528,1,0,0,0,1,0,0,22
319,1,0,0,0,1,0,0,22
274,0,1,0,0,1,0,0,22
362,0,1,0,0,1,0,0,22
387,0,0,1,0,1,0,0,22
336,1,0,0,0,1,0,0,22
335,0,1,0,0,1,0,0,22
393,0,0,1,0,1,0,0,22
681,1,0,0,0,1,0,0,22
799,1,0,0,0,1,0,0,22
376,1,0,0,0,1,0,0,22
263,1,0,0,0,1,0,0,22
350,0,1,0,0,1,0,0,22
591,0,1,0,0,1,0,0,22
443,0,1,0,0,1,0,0,22
586,0,0,1,0,1,0,0,22
170,0,0,1,0,1,0,0,22
496,0,0,0,1,1,0,0,22
528,0,1,0,0,1,0,0,22
323,0,1,0,0,1,0,0,22
1438,0,0,1,0,1,0,0,22
781,0,0,1,0,1,0,0,22
1126,0,0,1,0,1,0,0,22
498,0,0,1,0,1,0,0,22
959,0,0,1,0,1,0,0,22
902,0,0,1,0,1,0,0,22
266,1,0,0,0,0,1,0,22
298,1,0,0,0,0,1,0,22
277,1,0,0,0,0,1,0,22
466,0,1,0,0,0,1,0,22
446,0,1,0,0,0,1,0,22
181,0,1,0,0,0,1,0,22
193,0,0,1,0,0,1,0,22
220,0,0,1,0,0,1,0,22
466,0,1,0,0,0,1,0,22
1902,0,1,0,0,0,1,0,22
640,0,1,0,0,0,1,0,22
803,1,0,0,0,1,0,0,22
813,1,0,0,0,1,0,0,22
251,1,0,0,0,1,0,0,22
489,1,0,0,0,1,0,0,22
201,1,0,0,0,1,0,0,22
875,1,0,0,0,1,0,0,22
657,1,0,0,0,1,0,0,22
1045,0,1,0,0,1,0,0,22
530,0,1,0,0,1,0,0,22
443,0,0,1,0,1,0,0,22
977,1,0,0,0,1,0,0,22
356,1,0,0,0,1,0,0,22
364,1,0,0,0,1,0,0,22
216,0,1,0,0,1,0,0,22
764,0,1,0,0,1,0,0,22
478,0,1,0,0,1,0,0,22
402,0,1,0,0,1,0,0,22
1054,0,1,0,0,1,0,0,22
457,0,0,1,0,1,0,0,22
388,0,0,1,0,1,0,0,22
349,1,0,0,0,1,0,0,22
1431,1,0,0,0,1,0,0,22
405,1,0,0,0,1,0,0,22
358,1,0,0,0,1,0,0,22
332,0,1,0,0,1,0,0,22
431,0,1,0,0,1,0,0,22
462,0,1,0,0,1,0,0,22
448,0,1,0,0,1,0,0,22
476,0,0,1,0,1,0,0,22
821,0,0,1,0,1,0,0,22
1448,0,0,1,0,1,0,0,22
602,0,0,1,0,1,0,0,22
375,1,0,0,0,1,0,0,22
1711,1,0,0,0,1,0,0,22
267,1,0,0,0,1,0,0,22
1142,0,0,1,0,1,0,0,22
571,0,0,1,0,1,0,0,22
796,0,0,1,0,1,0,0,22
1257,0,0,1,0,1,0,0,22
713,0,0,1,0,1,0,0,22
756,1,0,0,0,1,0,0,22
891,1,0,0,0,1,0,0,22
1109,1,0,0,0,1,0,0,22
903,0,1,0,0,1,0,0,22
240,0,0,1,0,1,0,0,22
256,0,1,0,0,0,1,0,22
459,0,0,1,0,0,1,0,22
380,0,0,1,0,0,1,0,22
392,0,0,1,0,0,1,0,22
338,0,0,1,0,0,1,0,22
743,1,0,0,0,1,0,0,22
324,1,0,0,0,1,0,0,22
331,1,0,0,0,1,0,0,22
1098,0,1,0,0,1,0,0,22
352,0,0,1,0,1,0,0,22
318,0,0,1,0,1,0,0,22
303,1,0,0,0,1,0,0,22
349,1,0,0,0,1,0,0,22
359,0,1,0,0,1,0,0,22
342,0,1,0,0,1,0,0,22
426,0,1,0,0,1,0,0,22
948,0,0,1,0,1,0,0,22
672,0,0,1,0,1,0,0,22
835,1,0,0,0,1,0,0,22
277,1,0,0,0,1,0,0,22
983,0,1,0,0,1,0,0,22
366,0,1,0,0,1,0,0,22
374,0,1,0,0,1,0,0,22
759,1,0,0,0,1,0,0,22
2496,1,0,0,0,1,0,0,22
446,1,0,0,0,1,0,0,22
653,0,1,0,0,1,0,0,22
804,0,1,0,0,1,0,0,22
370,0,1,0,0,1,0,0,22
997,0,0,1,0,1,0,0,22
376,0,0,1,0,1,0,0,22
457,0,0,1,0,1,0,0,22
768,0,0,1,0,1,0,0,22
612,0,0,0,1,1,0,0,22
768,0,0,0,1,1,0,0,22
664,0,0,0,1,1,0,0,22
904,1,0,0,0,1,0,0,22
354,1,0,0,0,1,0,0,22
405,1,0,0,0,1,0,0,22
530,1,0,0,0,1,0,0,22
496,1,0,0,0,1,0,0,22
273,1,0,0,0,1,0,0,22
1117,0,1,0,0,1,0,0,22
333,0,1,0,0,1,0,0,22
854,0,1,0,0,1,0,0,22
282,0,1,0,0,1,0,0,22
876,0,0,1,0,1,0,0,22
121,0,0,1,0,1,0,0,22
930,0,0,1,0,1,0,0,22
714,0,0,1,0,1,0,0,22
656,0,0,1,0,1,0,0,22
1050,0,0,0,1,0,1,0,22
799,0,0,0,1,0,1,0,22
279,0,0,0,1,0,1,0,22
262,1,0,0,0,0,1,0,22
589,0,1,0,0,0,1,0,22
396,0,0,1,0,0,1,0,22
1162,0,0,1,0,0,1,0,22
778,0,0,0,1,0,1,0,22
433,1,0,0,0,0,1,0,22
854,1,0,0,0,0,1,0,22
1024,0,1,0,0,0,1,0,22
1031,0,1,0,0,0,1,0,22
1012,0,1,0,0,0,1,0,22
1000,0,1,0,0,0,1,0,22
765,1,0,0,0,1,0,0,22
853,1,0,0,0,1,0,0,22
386,1,0,0,0,1,0,0,22
501,1,0,0,0,1,0,0,22
392,1,0,0,0,1,0,0,22
349,0,1,0,0,1,0,0,22
976,0,1,0,0,1,0,0,22
339,0,1,0,0,1,0,0,22
454,0,1,0,0,1,0,0,22
714,0,0,1,0,1,0,0,22
897,0,0,1,0,1,0,0,22
909,0,0,1,0,1,0,0,22
785,1,0,0,0,1,0,0,22
313,1,0,0,0,1,0,0,22
1601,1,0,0,0,1,0,0,22
338,0,1,0,0,1,0,0,22
891,0,1,0,0,1,0,0,22
441,0,1,0,0,1,0,0,22
1506,0,0,1,0,1,0,0,22
1347,0,0,1,0,1,0,0,22
1356,0,0,1,0,1,0,0,22
753,1,0,0,0,1,0,0,22
330,0,1,0,0,1,0,0,22
886,0,1,0,0,1,0,0,22
412,0,1,0,0,1,0,0,22
850,0,1,0,0,1,0,0,22
447,0,1,0,0,1,0,0,22
449,0,1,0,0,1,0,0,22
390,0,0,1,0,1,0,0,22
907,0,0,1,0,1,0,0,22
800,0,0,1,0,1,0,0,22
913,0,0,1,0,1,0,0,22
175,0,0,0,1,1,0,0,22
746,1,0,0,0,1,0,0,22
377,1,0,0,0,1,0,0,22
350,1,0,0,0,1,0,0,22
625,0,1,0,0,1,0,0,22
689,0,1,0,0,1,0,0,22
43,0,1,0,0,1,0,0,22
828,0,1,0,0,1,0,0,22
372,0,1,0,0,1,0,0,22
236,0,0,1,0,1,0,0,22
2253,0,0,1,0,1,0,0,22
1104,0,0,1,0,1,0,0,22
557,0,0,1,0,1,0,0,22
1675,0,0,1,0,1,0,0,22
1895,1,0,0,0,1,0,0,22
751,1,0,0,0,1,0,0,22
180,1,0,0,0,1,0,0,22
1264,1,0,0,0,1,0,0,22
928,0,1,0,0,1,0,0,22
335,0,1,0,0,1,0,0,22
1557,0,1,0,0,1,0,0,22
484,0,1,0,0,1,0,0,22
1185,0,1,0,0,1,0,0,22
533,0,1,0,0,1,0,0,22
1008,0,1,0,0,1,0,0,22
1403,0,0,0,1,0,1,0,22
521,1,0,0,0,0,1,0,22
769,1,0,0,0,0,1,0,22
499,0,0,1,0,0,1,0,22
302,0,0,1,0,0,1,0,22
1240,0,0,1,0,0,1,0,22
1184,0,0,1,0,0,1,0,22
1203,1,0,0,0,0,1,0,22
1473,1,0,0,0,0,1,0,22
311,0,1,0,0,0,1,0,22
331,0,1,0,0,0,1,0,22
696,0,1,0,0,0,1,0,22
1429,0,0,1,0,0,1,0,22
2136,0,0,1,0,0,1,0,22
302,0,0,1,0,0,1,0,22
699,1,0,0,0,1,0,0,22
725,1,0,0,0,1,0,0,22
488,1,0,0,0,1,0,0,22
871,0,1,0,0,1,0,0,22
414,0,1,0,0,1,0,0,22
875,0,1,0,0,1,0,0,22
380,0,0,1,0,1,0,0,22
522,0,0,1,0,1,0,0,22
326,0,0,1,0,1,0,0,22
707,1,0,0,0,1,0,0,22
781,1,0,0,0,1,0,0,22
697,1,0,0,0,1,0,0,22
435,1,0,0,0,1,0,0,22
362,1,0,0,0,1,0,0,22
399,0,1,0,0,1,0,0,22
897,0,1,0,0,1,0,0,22
1267,0,0,1,0,1,0,0,22
1008,0,0,1,0,1,0,0,22
455,0,0,1,0,1,0,0,22
49929,0,0,1,0,1,0,0,22
676,1,0,0,0,1,0,0,22
439,1,0,0,0,1,0,0,22
823,0,1,0,0,1,0,0,22
277,0,1,0,0,1,0,0,22
7741,0,1,0,0,1,0,0,22
895,0,1,0,0,1,0,0,22
1113,0,0,1,0,1,0,0,22
473,0,0,1,0,1,0,0,22
49074,0,0,1,0,1,0,0,22
356,0,0,1,0,1,0,0,22
936,0,0,1,0,1,0,0,22
171,0,0,1,0,1,0,0,22
1221,0,0,0,1,1,0,0,22
686,1,0,0,0,1,0,0,22
1210,1,0,0,0,1,0,0,22
647,1,0,0,0,1,0,0,22
423,1,0,0,0,1,0,0,22
273,1,0,0,0,1,0,0,22
439,0,1,0,0,1,0,0,22
328,0,1,0,0,1,0,0,22
501,0,1,0,0,1,0,0,22
2414,0,1,0,0,1,0,0,22
786,0,1,0,0,1,0,0,22
752,0,0,1,0,1,0,0,22
792,0,0,1,0,1,0,0,22
640,0,0,1,0,1,0,0,22
317,0,0,1,0,1,0,0,22
672,0,0,1,0,1,0,0,22
1730,0,0,1,0,1,0,0,22
221,0,0,0,1,1,0,0,22
702,1,0,0,0,1,0,0,22
423,1,0,0,0,1,0,0,22
582,1,0,0,0,1,0,0,22
884,0,1,0,0,1,0,0,22
322,0,1,0,0,1,0,0,22
820,0,1,0,0,1,0,0,22
1088,0,1,0,0,1,0,0,22
1097,0,1,0,0,1,0,0,22
448,0,0,1,0,1,0,0,22
545,0,0,1,0,1,0,0,22
518,0,0,1,0,1,0,0,22
891,1,0,0,0,0,1,0,22
810,0,1,0,0,0,1,0,22
650,0,1,0,0,0,1,0,22
1585,0,1,0,0,0,1,0,22
146,0,0,1,0,0,1,0,22
208,0,0,1,0,0,1,0,22
286,0,0,1,0,0,1,0,22
630,1,0,0,0,1,0,0,22
575,1,0,0,0,1,0,0,22
414,1,0,0,0,1,0,0,22
1912,1,0,0,0,1,0,0,22
524,1,0,0,0,1,0,0,22
496,0,1,0,0,1,0,0,22
471,0,1,0,0,1,0,0,22
742,0,1,0,0,1,0,0,22
336,0,0,1,0,1,0,0,22
1156,0,0,1,0,1,0,0,22
541,0,0,1,0,1,0,0,22
265,0,0,1,0,1,0,0,22
735,0,0,1,0,1,0,0,22
1486,0,0,0,1,1,0,0,22
507,0,0,0,1,1,0,0,22
1153,0,0,0,1,1,0,0,22
617,1,0,0,0,1,0,0,22
173,1,0,0,0,1,0,0,22
470,1,0,0,0,1,0,0,22
584,1,0,0,0,1,0,0,22
1185,0,1,0,0,1,0,0,22
542,0,1,0,0,1,0,0,22
863,0,1,0,0,1,0,0,22
742,0,1,0,0,1,0,0,22
805,0,1,0,0,1,0,0,22
444,0,1,0,0,1,0,0,22
1186,0,0,1,0,1,0,0,22
469,0,0,1,0,1,0,0,22
298,0,0,1,0,1,0,0,22
665,0,0,1,0,1,0,0,22
675,1,0,0,0,1,0,0,22
201,0,1,0,0,1,0,0,22
124,0,1,0,0,1,0,0,22
795,0,1,0,0,1,0,0,22
456,0,1,0,0,1,0,0,22
351,0,1,0,0,1,0,0,22
418,0,1,0,0,1,0,0,22
382,0,0,1,0,1,0,0,22
689,1,0,0,0,1,0,0,22
552,1,0,0,0,1,0,0,22
486,1,0,0,0,1,0,0,22
358,1,0,0,0,1,0,0,22
906,0,1,0,0,1,0,0,22
559,0,1,0,0,1,0,0,22
410,0,1,0,0,1,0,0,22
417,0,1,0,0,1,0,0,22
501,0,1,0,0,1,0,0,22
770,0,1,0,0,1,0,0,22
537,0,0,1,0,1,0,0,22
491,0,0,1,0,1,0,0,22
415,0,0,1,0,1,0,0,22
773,1,0,0,0,1,0,0,22
643,1,0,0,0,1,0,0,22
336,1,0,0,0,1,0,0,22
621,0,1,0,0,1,0,0,22
431,0,1,0,0,1,0,0,22
677,0,1,0,0,1,0,0,22
524,0,1,0,0,1,0,0,22
778,0,1,0,0,1,0,0,22
471,0,0,1,0,1,0,0,22
1063,0,0,1,0,1,0,0,22
723,0,0,1,0,1,0,0,22
623,0,0,1,0,1,0,0,22
467,0,0,1,0,1,0,0,22
491,1,0,0,0,0,1,0,22
279,1,0,0,0,0,1,0,22
3,1,0,0,0,0,1,0,22
271,1,0,0,0,0,1,0,22
1042,1,0,0,0,0,1,0,22
668,0,1,0,0,0,1,0,22
605,1,0,0,0,0,1,0,22
195,0,1,0,0,0,1,0,22
418,0,1,0,0,0,1,0,22
580,0,0,1,0,0,1,0,22
733,1,0,0,0,1,0,0,22
700,0,1,0,0,1,0,0,22
630,0,1,0,0,1,0,0,22
765,0,1,0,0,1,0,0,22
770,0,1,0,0,1,0,0,22
247,0,0,1,0,1,0,0,22
480,0,0,1,0,1,0,0,22
690,1,0,0,0,1,0,0,22
779,0,1,0,0,1,0,0,22
521,0,1,0,0,1,0,0,22
471,0,0,1,0,1,0,0,22
392,0,0,1,0,1,0,0,22
387,0,0,1,0,1,0,0,22
632,0,0,1,0,1,0,0,22
411,0,1,0,0,1,0,0,22
422,0,1,0,0,1,0,0,22
748,1,0,0,0,1,0,0,22
266,0,1,0,0,1,0,0,22
758,0,1,0,0,1,0,0,22
752,0,0,1,0,1,0,0,22
407,0,0,1,0,1,0,0,22
479,0,0,0,1,1,0,0,22
986,1,0,0,0,1,0,0,22
723,1,0,0,0,1,0,0,22
214,0,1,0,0,1,0,0,22
1816,0,1,0,0,1,0,0,22
488,0,1,0,0,1,0,0,22
424,0,0,1,0,1,0,0,22
392,0,0,1,0,1,0,0,22
408,0,0,1,0,1,0,0,22
454,1,0,0,0,0,1,0,22
735,1,0,0,0,0,1,0,22
497,0,1,0,0,0,1,0,22
421,0,0,0,1,0,1,0,22
234,1,0,0,0,0,1,0,22
553,1,0,0,0,0,1,0,22
1006,0,0,1,0,0,1,0,22
291,0,1,0,0,1,0,0,22
394,0,1,0,0,1,0,0,22
208,0,1,0,0,1,0,0,22
961,0,0,1,0,1,0,0,22
914,0,0,1,0,1,0,0,22
392,0,0,1,0,1,0,0,22
575,0,0,1,0,1,0,0,22
930,0,0,1,0,1,0,0,22
518,0,0,1,0,1,0,0,22
220,0,1,0,0,1,0,0,22
457,0,0,1,0,1,0,0,22
37,0,0,1,0,1,0,0,22
328,0,0,1,0,1,0,0,22
432,0,0,0,1,1,0,0,22
263,1,0,0,0,1,0,0,22
466,0,1,0,0,1,0,0,22
512,0,1,0,0,1,0,0,22
151,1,0,0,0,1,0,0,22
361,1,0,0,0,1,0,0,22
238,0,1,0,0,1,0,0,22
477,0,1,0,0,1,0,0,22
1706,0,0,1,0,1,0,0,22
769,0,0,1,0,1,0,0,22
1058,0,0,1,0,1,0,0,22
591,0,0,1,0,1,0,0,22
320,0,0,1,0,1,0,0,22
1414,0,0,1,0,1,0,0,22
607,0,0,1,0,1,0,0,22
1395,1,0,0,0,1,0,0,22
475,0,1,0,0,1,0,0,22
452,0,1,0,0,1,0,0,22
386,0,0,1,0,1,0,0,22
407,0,0,1,0,1,0,0,22
242,1,0,0,0,0,1,0,22
630,1,0,0,0,0,1,0,22
377,1,0,0,0,0,1,0,22
784,0,1,0,0,0,1,0,22
999,0,1,0,0,0,1,0,22
760,0,1,0,0,0,1,0,22
981,0,1,0,0,0,1,0,22
236,0,1,0,0,0,1,0,22
913,0,1,0,0,0,1,0,22
1246,0,0,1,0,0,1,0,22
312,1,0,0,0,0,1,0,22
778,1,0,0,0,0,1,0,22
820,1,0,0,0,0,1,0,22
795,1,0,0,0,0,1,0,22
430,0,1,0,0,0,1,0,22
863,0,1,0,0,0,1,0,22
274,0,1,0,0,0,1,0,22
1263,0,1,0,0,0,1,0,22
469,0,0,1,0,0,1,0,22
578,0,0,1,0,0,1,0,22
1615,0,0,1,0,0,1,0,22
920,0,0,1,0,0,1,0,22
676,0,0,1,0,0,1,0,22
76,0,0,0,1,1,0,0,22
371,0,0,0,1,1,0,0,22
282,1,0,0,0,1,0,0,22
360,1,0,0,0,1,0,0,22
663,0,1,0,0,1,0,0,22
499,0,1,0,0,1,0,0,22
396,0,0,1,0,1,0,0,22
377,1,0,0,0,1,0,0,22
254,0,1,0,0,1,0,0,22
568,0,1,0,0,1,0,0,22
544,0,1,0,0,1,0,0,22
704,0,1,0,0,1,0,0,22
333,0,1,0,0,1,0,0,22
669,0,0,1,0,1,0,0,22
854,0,0,1,0,1,0,0,22
215,0,0,1,0,1,0,0,22
761,0,0,1,0,1,0,0,22
594,0,0,1,0,1,0,0,22
214,0,0,1,0,1,0,0,22
824,1,0,0,0,1,0,0,22
287,1,0,0,0,1,0,0,22
401,0,1,0,0,1,0,0,22
796,0,1,0,0,1,0,0,22
230,0,0,1,0,1,0,0,22
553,0,0,1,0,1,0,0,22
200,0,1,0,0,1,0,0,22
212,0,1,0,0,1,0,0,22
1053,0,0,1,0,1,0,0,22
505,0,0,1,0,1,0,0,22
1105,0,0,1,0,1,0,0,22
322,0,0,1,0,1,0,0,22
898,0,0,1,0,1,0,0,22
1165,0,0,1,0,1,0,0,22
1235,0,0,1,0,1,0,0,22
347,0,0,1,0,1,0,0,22
1036,1,0,0,0,1,0,0,22
810,1,0,0,0,1,0,0,22
257,1,0,0,0,1,0,0,22
1210,1,0,0,0,1,0,0,22
273,0,1,0,0,1,0,0,22
437,0,1,0,0,1,0,0,22
1422,0,1,0,0,1,0,0,22
194,0,1,0,0,1,0,0,22
225,0,1,0,0,1,0,0,22
515,0,1,0,0,1,0,0,22
455,0,1,0,0,1,0,0,22
488,0,1,0,0,1,0,0,22
2366,0,0,1,0,1,0,0,22
554,0,0,1,0,1,0,0,22
339,0,0,0,1,0,1,0,22
604,1,0,0,0,0,1,0,22
1764,0,1,0,0,0,1,0,22
445,0,1,0,0,0,1,0,22
398,0,1,0,0,0,1,0,22
25,0,1,0,0,0,1,0,22
1060,0,1,0,0,0,1,0,22
543,0,1,0,0,0,1,0,22
2117,0,1,0,0,0,1,0,22
988,0,1,0,0,0,1,0,22
388,0,1,0,0,0,1,0,22
576,0,0,1,0,0,1,0,22
190,0,0,1,0,0,1,0,22
298,0,0,1,0,0,1,0,22
327,0,0,1,0,0,1,0,22
183,1,0,0,0,0,1,0,22
364,0,1,0,0,0,1,0,22
652,0,0,1,0,0,1,0,22
749,0,0,1,0,0,1,0,22
441,0,0,1,0,0,1,0,22
588,0,0,1,0,0,1,0,22
168,1,0,0,0,1,0,0,22
208,1,0,0,0,1,0,0,22
821,1,0,0,0,1,0,0,22
316,1,0,0,0,1,0,0,22
947,0,1,0,0,1,0,0,22
1198,0,1,0,0,1,0,0,22
3440,0,1,0,0,1,0,0,22
813,0,1,0,0,1,0,0,22
234,0,1,0,0,1,0,0,22
442,0,1,0,0,1,0,0,22
600,0,1,0,0,1,0,0,22
599,0,0,1,0,1,0,0,22
816,1,0,0,0,1,0,0,22
376,1,0,0,0,1,0,0,22
506,0,1,0,0,1,0,0,22
525,0,1,0,0,1,0,0,22
1306,0,0,1,0,1,0,0,22
439,0,0,1,0,1,0,0,22
616,0,0,1,0,1,0,0,22
397,0,0,1,0,1,0,0,22
787,1,0,0,0,1,0,0,22
279,0,1,0,0,1,0,0,22
381,0,1,0,0,1,0,0,22
1120,0,1,0,0,1,0,0,22
789,0,0,1,0,1,0,0,22
600,0,0,1,0,1,0,0,22
722,0,0,1,0,1,0,0,22
519,1,0,0,0,1,0,0,22
874,1,0,0,0,1,0,0,22
462,0,1,0,0,1,0,0,22
566,0,1,0,0,1,0,0,22
446,0,0,1,0,1,0,0,22
204,1,0,0,0,1,0,0,22
796,1,0,0,0,1,0,0,22
957,1,0,0,0,1,0,0,22
426,1,0,0,0,1,0,0,22
591,0,1,0,0,1,0,0,22
409,0,1,0,0,1,0,0,22
714,0,1,0,0,1,0,0,22
406,0,0,1,0,1,0,0,22
499,0,0,1,0,1,0,0,22
